Area Code,Area,Item Code,Item,Year,YearF,Area harvested,Yield,Production,Seed
5,American Samoa,486,Bananas,1961,F,500.0,12000.0,600.0,
5,American Samoa,486,Bananas,1962,F,500.0,12000.0,600.0,
5,American Samoa,486,Bananas,1963,F,500.0,14400.0,720.0,
5,American Samoa,486,Bananas,1964,F,500.0,22600.0,1130.0,
5,American Samoa,486,Bananas,1965,,405.0,22395.0,907.0,
5,American Samoa,486,Bananas,1966,,486.0,13992.0,680.0,
5,American Samoa,486,Bananas,1967,F,550.0,21436.0,1179.0,
5,American Samoa,486,Bananas,1968,F,630.0,17857.0,1125.0,
5,American Samoa,486,Bananas,1969,F,700.0,27286.0,1910.0,
5,American Samoa,486,Bananas,1970,F,700.0,33829.0,2368.0,
5,American Samoa,486,Bananas,1971,F,500.0,30000.0,1500.0,
5,American Samoa,486,Bananas,1972,F,470.0,29787.0,1400.0,
5,American Samoa,486,Bananas,1973,F,400.0,32500.0,1300.0,
5,American Samoa,486,Bananas,1974,F,400.0,30000.0,1200.0,
5,American Samoa,486,Bananas,1975,F,400.0,27500.0,1100.0,
5,American Samoa,486,Bananas,1976,F,350.0,28571.0,1000.0,
5,American Samoa,486,Bananas,1977,F,350.0,28571.0,1000.0,
5,American Samoa,486,Bananas,1978,F,350.0,28571.0,1000.0,
5,American Samoa,486,Bananas,1979,F,350.0,28571.0,1000.0,
5,American Samoa,486,Bananas,1980,F,350.0,28571.0,1000.0,
5,American Samoa,486,Bananas,1981,F,350.0,28571.0,1000.0,
5,American Samoa,486,Bananas,1982,F,350.0,31429.0,1100.0,
5,American Samoa,486,Bananas,1983,F,350.0,31429.0,1100.0,
5,American Samoa,486,Bananas,1984,F,350.0,28571.0,1000.0,
5,American Samoa,486,Bananas,1985,F,350.0,28571.0,1000.0,
5,American Samoa,486,Bananas,1986,F,350.0,28571.0,1000.0,
5,American Samoa,486,Bananas,1987,F,350.0,28571.0,1000.0,
5,American Samoa,486,Bananas,1988,F,350.0,28571.0,1000.0,
5,American Samoa,486,Bananas,1989,F,350.0,28857.0,1010.0,
5,American Samoa,486,Bananas,1990,Im,408.0,24535.0,1000.0,
5,American Samoa,486,Bananas,1991,Im,346.0,24620.0,851.0,
5,American Samoa,486,Bananas,1992,F,300.0,25000.0,750.0,
5,American Samoa,486,Bananas,1993,Im,333.0,24638.0,821.0,
5,American Samoa,486,Bananas,1994,Im,331.0,24600.0,813.0,
5,American Samoa,486,Bananas,1995,Im,329.0,24562.0,809.0,
5,American Samoa,486,Bananas,1996,Im,329.0,24523.0,807.0,
5,American Samoa,486,Bananas,1997,Im,330.0,24484.0,808.0,
5,American Samoa,486,Bananas,1998,Im,332.0,24443.0,812.0,
5,American Samoa,486,Bananas,1999,Im,333.0,24402.0,814.0,
5,American Samoa,486,Bananas,2000,Im,335.0,24360.0,816.0,
5,American Samoa,486,Bananas,2001,Im,334.0,24316.0,812.0,
5,American Samoa,486,Bananas,2002,Im,335.0,24271.0,813.0,
5,American Samoa,486,Bananas,2003,Im,337.0,24222.0,817.0,
5,American Samoa,486,Bananas,2004,Im,340.0,24170.0,821.0,
5,American Samoa,486,Bananas,2005,Im,342.0,24116.0,825.0,
5,American Samoa,486,Bananas,2006,F,320.0,24063.0,770.0,
5,American Samoa,486,Bananas,2007,F,330.0,23939.0,790.0,
5,American Samoa,486,Bananas,2008,Im,346.0,23922.0,827.0,
5,American Samoa,486,Bananas,2009,Im,350.0,23849.0,834.0,
5,American Samoa,486,Bananas,2010,F,380.0,23774.0,903.0,
5,American Samoa,486,Bananas,2011,Im,357.0,23697.0,846.0,
5,American Samoa,486,Bananas,2012,F,370.0,23243.0,860.0,
5,American Samoa,486,Bananas,2013,Im,358.0,23524.0,843.0,
5,American Samoa,486,Bananas,2014,Im,357.0,23646.0,845.0,
5,American Samoa,414,"Beans, green",1961,M,,,,
5,American Samoa,414,"Beans, green",1962,M,,,,
5,American Samoa,414,"Beans, green",1963,M,,,,
5,American Samoa,414,"Beans, green",1964,M,,,,
5,American Samoa,414,"Beans, green",1965,M,,,,
5,American Samoa,414,"Beans, green",1966,M,,,,
5,American Samoa,414,"Beans, green",1967,M,,,,
5,American Samoa,414,"Beans, green",1968,M,,,,
5,American Samoa,414,"Beans, green",1969,M,,,,
5,American Samoa,414,"Beans, green",1970,M,,,,
5,American Samoa,414,"Beans, green",1971,M,,,,
5,American Samoa,414,"Beans, green",1972,M,,,,
5,American Samoa,414,"Beans, green",1973,M,,,,
5,American Samoa,414,"Beans, green",1974,M,,,,
5,American Samoa,414,"Beans, green",1975,M,,,,
5,American Samoa,414,"Beans, green",1976,M,,,,
5,American Samoa,414,"Beans, green",1977,M,,,,
5,American Samoa,414,"Beans, green",1978,M,,,,
5,American Samoa,414,"Beans, green",1979,M,,,,
5,American Samoa,414,"Beans, green",1980,M,,,,
5,American Samoa,414,"Beans, green",1981,M,,,,
5,American Samoa,414,"Beans, green",1982,M,,,,
5,American Samoa,414,"Beans, green",1983,M,,,,
5,American Samoa,414,"Beans, green",1984,M,,,,
5,American Samoa,414,"Beans, green",1985,M,,,,
5,American Samoa,414,"Beans, green",1986,M,,,,
5,American Samoa,414,"Beans, green",1987,M,,,,
5,American Samoa,414,"Beans, green",1988,M,,,,
5,American Samoa,414,"Beans, green",1989,M,,,,
5,American Samoa,414,"Beans, green",1990,M,,,,
5,American Samoa,414,"Beans, green",1991,M,,,,
5,American Samoa,414,"Beans, green",1992,M,,,,
5,American Samoa,414,"Beans, green",1993,M,,,,
5,American Samoa,414,"Beans, green",1994,M,,,,
5,American Samoa,414,"Beans, green",1995,M,,,,
5,American Samoa,414,"Beans, green",1996,M,,,,
5,American Samoa,414,"Beans, green",1997,M,,,,
5,American Samoa,414,"Beans, green",1998,,8.0,66250.0,53.0,
5,American Samoa,414,"Beans, green",1999,F,10.0,60000.0,60.0,
5,American Samoa,414,"Beans, green",2000,F,20.0,40000.0,80.0,
5,American Samoa,414,"Beans, green",2001,F,30.0,36667.0,110.0,
5,American Samoa,414,"Beans, green",2002,F,40.0,32500.0,130.0,
5,American Samoa,414,"Beans, green",2003,,48.0,29167.0,140.0,
5,American Samoa,414,"Beans, green",2004,F,50.0,30000.0,150.0,
5,American Samoa,414,"Beans, green",2005,Im,45.0,30510.0,137.0,
5,American Samoa,414,"Beans, green",2006,Im,45.0,30466.0,136.0,
5,American Samoa,414,"Beans, green",2007,Im,43.0,31298.0,134.0,
5,American Samoa,414,"Beans, green",2008,Im,43.0,30679.0,133.0,
5,American Samoa,414,"Beans, green",2009,Im,43.0,30663.0,132.0,
5,American Samoa,414,"Beans, green",2010,Im,42.0,30643.0,130.0,
5,American Samoa,414,"Beans, green",2011,Im,42.0,30622.0,129.0,
5,American Samoa,414,"Beans, green",2012,F,40.0,30000.0,120.0,
5,American Samoa,414,"Beans, green",2013,Im,43.0,30801.0,132.0,
5,American Samoa,414,"Beans, green",2014,Im,41.0,31298.0,128.0,
5,American Samoa,358,Cabbages and other brassicas,1961,M,,,,
5,American Samoa,358,Cabbages and other brassicas,1962,M,,,,
5,American Samoa,358,Cabbages and other brassicas,1963,M,,,,
5,American Samoa,358,Cabbages and other brassicas,1964,M,,,,
5,American Samoa,358,Cabbages and other brassicas,1965,M,,,,
5,American Samoa,358,Cabbages and other brassicas,1966,M,,,,
5,American Samoa,358,Cabbages and other brassicas,1967,M,,,,
5,American Samoa,358,Cabbages and other brassicas,1968,M,,,,
5,American Samoa,358,Cabbages and other brassicas,1969,M,,,,
5,American Samoa,358,Cabbages and other brassicas,1970,M,,,,
5,American Samoa,358,Cabbages and other brassicas,1971,M,,,,
5,American Samoa,358,Cabbages and other brassicas,1972,M,,,,
5,American Samoa,358,Cabbages and other brassicas,1973,M,,,,
5,American Samoa,358,Cabbages and other brassicas,1974,M,,,,
5,American Samoa,358,Cabbages and other brassicas,1975,M,,,,
5,American Samoa,358,Cabbages and other brassicas,1976,M,,,,
5,American Samoa,358,Cabbages and other brassicas,1977,M,,,,
5,American Samoa,358,Cabbages and other brassicas,1978,M,,,,
5,American Samoa,358,Cabbages and other brassicas,1979,M,,,,
5,American Samoa,358,Cabbages and other brassicas,1980,M,,,,
5,American Samoa,358,Cabbages and other brassicas,1981,M,,,,
5,American Samoa,358,Cabbages and other brassicas,1982,M,,,,
5,American Samoa,358,Cabbages and other brassicas,1983,M,,,,
5,American Samoa,358,Cabbages and other brassicas,1984,M,,,,
5,American Samoa,358,Cabbages and other brassicas,1985,M,,,,
5,American Samoa,358,Cabbages and other brassicas,1986,M,,,,
5,American Samoa,358,Cabbages and other brassicas,1987,M,,,,
5,American Samoa,358,Cabbages and other brassicas,1988,M,,,,
5,American Samoa,358,Cabbages and other brassicas,1989,M,,,,
5,American Samoa,358,Cabbages and other brassicas,1990,M,,,,
5,American Samoa,358,Cabbages and other brassicas,1991,M,,,,
5,American Samoa,358,Cabbages and other brassicas,1992,M,,,,
5,American Samoa,358,Cabbages and other brassicas,1993,M,,,,
5,American Samoa,358,Cabbages and other brassicas,1994,M,,,,
5,American Samoa,358,Cabbages and other brassicas,1995,M,,,,
5,American Samoa,358,Cabbages and other brassicas,1996,M,,,,
5,American Samoa,358,Cabbages and other brassicas,1997,M,,,,
5,American Samoa,358,Cabbages and other brassicas,1998,,29.0,67241.0,195.0,
5,American Samoa,358,Cabbages and other brassicas,1999,F,30.0,66667.0,200.0,
5,American Samoa,358,Cabbages and other brassicas,2000,F,35.0,62857.0,220.0,
5,American Samoa,358,Cabbages and other brassicas,2001,F,40.0,62500.0,250.0,
5,American Samoa,358,Cabbages and other brassicas,2002,F,50.0,52000.0,260.0,
5,American Samoa,358,Cabbages and other brassicas,2003,,71.0,43803.0,311.0,
5,American Samoa,358,Cabbages and other brassicas,2004,F,70.0,44286.0,310.0,
5,American Samoa,358,Cabbages and other brassicas,2005,Im,67.0,42824.0,287.0,
5,American Samoa,358,Cabbages and other brassicas,2006,Im,67.0,41017.0,276.0,
5,American Samoa,358,Cabbages and other brassicas,2007,Im,62.0,43019.0,265.0,
5,American Samoa,358,Cabbages and other brassicas,2008,Im,67.0,38117.0,255.0,
5,American Samoa,358,Cabbages and other brassicas,2009,Im,68.0,36373.0,248.0,
5,American Samoa,358,Cabbages and other brassicas,2010,Im,70.0,34644.0,241.0,
5,American Samoa,358,Cabbages and other brassicas,2011,Im,72.0,32929.0,236.0,
5,American Samoa,358,Cabbages and other brassicas,2012,F,70.0,31429.0,220.0,
5,American Samoa,358,Cabbages and other brassicas,2013,Im,77.0,29323.0,224.0,
5,American Samoa,358,Cabbages and other brassicas,2014,Im,85.0,26942.0,230.0,
5,American Samoa,125,Cassava,1961,F,3.0,133333.0,40.0,
5,American Samoa,125,Cassava,1962,F,3.0,133333.0,40.0,
5,American Samoa,125,Cassava,1963,,3.0,136667.0,41.0,
5,American Samoa,125,Cassava,1964,,6.0,126667.0,76.0,
5,American Samoa,125,Cassava,1965,,2.0,75000.0,15.0,
5,American Samoa,125,Cassava,1966,,2.0,85000.0,17.0,
5,American Samoa,125,Cassava,1967,,6.0,83333.0,50.0,
5,American Samoa,125,Cassava,1968,F,2.0,85000.0,17.0,
5,American Samoa,125,Cassava,1969,F,2.0,85000.0,17.0,
5,American Samoa,125,Cassava,1970,F,2.0,90000.0,18.0,
5,American Samoa,125,Cassava,1971,F,2.0,100000.0,20.0,
5,American Samoa,125,Cassava,1972,F,3.0,86667.0,26.0,
5,American Samoa,125,Cassava,1973,F,3.0,66667.0,20.0,
5,American Samoa,125,Cassava,1974,F,3.0,50000.0,15.0,
5,American Samoa,125,Cassava,1975,F,3.0,53333.0,16.0,
5,American Samoa,125,Cassava,1976,F,3.0,56667.0,17.0,
5,American Samoa,125,Cassava,1977,F,3.0,53333.0,16.0,
5,American Samoa,125,Cassava,1978,F,3.0,43333.0,13.0,
5,American Samoa,125,Cassava,1979,,3.0,36667.0,11.0,
5,American Samoa,125,Cassava,1980,F,4.0,50000.0,20.0,
5,American Samoa,125,Cassava,1981,F,4.0,65000.0,26.0,
5,American Samoa,125,Cassava,1982,F,4.0,67500.0,27.0,
5,American Samoa,125,Cassava,1983,F,4.0,47500.0,19.0,
5,American Samoa,125,Cassava,1984,F,4.0,45000.0,18.0,
5,American Samoa,125,Cassava,1985,F,4.0,45000.0,18.0,
5,American Samoa,125,Cassava,1986,F,4.0,47500.0,19.0,
5,American Samoa,125,Cassava,1987,F,4.0,50000.0,20.0,
5,American Samoa,125,Cassava,1988,F,4.0,50000.0,20.0,
5,American Samoa,125,Cassava,1989,,3.0,66667.0,20.0,
5,American Samoa,125,Cassava,1990,Im,11.0,171203.0,183.0,
5,American Samoa,125,Cassava,1991,F,3.0,600106.0,180.0,
5,American Samoa,125,Cassava,1992,F,3.0,589538.0,177.0,
5,American Samoa,125,Cassava,1993,Im,15.0,119681.0,174.0,
5,American Samoa,125,Cassava,1994,Im,19.0,90132.0,171.0,
5,American Samoa,125,Cassava,1995,Im,23.0,71410.0,167.0,
5,American Samoa,125,Cassava,1996,Im,44.0,38877.0,170.0,
5,American Samoa,125,Cassava,1997,Im,35.0,63086.0,223.0,
5,American Samoa,125,Cassava,1998,,50.0,70600.0,353.0,
5,American Samoa,125,Cassava,1999,F,15.0,66667.0,100.0,
5,American Samoa,125,Cassava,2000,F,15.0,96824.0,145.0,
5,American Samoa,125,Cassava,2001,F,15.0,91926.0,138.0,
5,American Samoa,125,Cassava,2002,F,15.0,91782.0,138.0,
5,American Samoa,125,Cassava,2003,,34.0,30000.0,102.0,
5,American Samoa,125,Cassava,2004,F,15.0,66667.0,100.0,
5,American Samoa,125,Cassava,2005,F,15.0,79943.0,120.0,
5,American Samoa,125,Cassava,2006,F,15.0,76774.0,115.0,
5,American Samoa,125,Cassava,2007,Im,16.0,68182.0,111.0,
5,American Samoa,125,Cassava,2008,Im,17.0,64651.0,107.0,
5,American Samoa,125,Cassava,2009,Im,17.0,62014.0,103.0,
5,American Samoa,125,Cassava,2010,Im,17.0,59173.0,100.0,
5,American Samoa,125,Cassava,2011,Im,17.0,56498.0,96.0,
5,American Samoa,125,Cassava,2012,F,14.0,57143.0,80.0,
5,American Samoa,125,Cassava,2013,F,15.0,56667.0,85.0,
5,American Samoa,125,Cassava,2014,Im,18.0,48216.0,87.0,
5,American Samoa,661,"Cocoa, beans",1961,,63.0,794.0,5.0,
5,American Samoa,661,"Cocoa, beans",1962,F,80.0,875.0,7.0,
5,American Samoa,661,"Cocoa, beans",1963,F,100.0,1000.0,10.0,
5,American Samoa,661,"Cocoa, beans",1964,F,100.0,200.0,2.0,
5,American Samoa,661,"Cocoa, beans",1965,F,100.0,500.0,5.0,
5,American Samoa,661,"Cocoa, beans",1966,F,90.0,1111.0,10.0,
5,American Samoa,661,"Cocoa, beans",1967,F,80.0,2500.0,20.0,
5,American Samoa,661,"Cocoa, beans",1968,F,70.0,2857.0,20.0,
5,American Samoa,661,"Cocoa, beans",1969,F,70.0,3429.0,24.0,
5,American Samoa,661,"Cocoa, beans",1970,F,60.0,4000.0,24.0,
5,American Samoa,661,"Cocoa, beans",1971,F,60.0,3667.0,22.0,
5,American Samoa,661,"Cocoa, beans",1972,F,60.0,3667.0,22.0,
5,American Samoa,661,"Cocoa, beans",1973,F,60.0,3333.0,20.0,
5,American Samoa,661,"Cocoa, beans",1974,F,60.0,3333.0,20.0,
5,American Samoa,661,"Cocoa, beans",1975,F,60.0,3000.0,18.0,
5,American Samoa,661,"Cocoa, beans",1976,F,60.0,3000.0,18.0,
5,American Samoa,661,"Cocoa, beans",1977,F,60.0,2667.0,16.0,
5,American Samoa,661,"Cocoa, beans",1978,F,55.0,2727.0,15.0,
5,American Samoa,661,"Cocoa, beans",1979,F,55.0,2727.0,15.0,
5,American Samoa,661,"Cocoa, beans",1980,F,40.0,3750.0,15.0,
5,American Samoa,661,"Cocoa, beans",1981,F,20.0,2500.0,5.0,
5,American Samoa,661,"Cocoa, beans",1982,F,20.0,2500.0,5.0,
5,American Samoa,661,"Cocoa, beans",1983,F,15.0,1333.0,2.0,
5,American Samoa,661,"Cocoa, beans",1984,F,15.0,667.0,1.0,
5,American Samoa,661,"Cocoa, beans",1985,F,15.0,667.0,1.0,
5,American Samoa,661,"Cocoa, beans",1986,F,15.0,667.0,1.0,
5,American Samoa,661,"Cocoa, beans",1987,F,15.0,667.0,1.0,
5,American Samoa,661,"Cocoa, beans",1988,F,15.0,667.0,1.0,
5,American Samoa,661,"Cocoa, beans",1989,F,15.0,3333.0,5.0,
5,American Samoa,661,"Cocoa, beans",1990,F,15.0,667.0,1.0,
5,American Samoa,661,"Cocoa, beans",1991,F,15.0,667.0,1.0,
5,American Samoa,661,"Cocoa, beans",1992,F,15.0,667.0,1.0,
5,American Samoa,661,"Cocoa, beans",1993,F,15.0,667.0,1.0,
5,American Samoa,661,"Cocoa, beans",1994,Im,16.0,615.0,1.0,
5,American Samoa,661,"Cocoa, beans",1995,Im,16.0,615.0,1.0,
5,American Samoa,661,"Cocoa, beans",1996,Im,16.0,616.0,1.0,
5,American Samoa,661,"Cocoa, beans",1997,Im,16.0,616.0,1.0,
5,American Samoa,661,"Cocoa, beans",1998,Im,16.0,616.0,1.0,
5,American Samoa,661,"Cocoa, beans",1999,Im,16.0,617.0,1.0,
5,American Samoa,661,"Cocoa, beans",2000,Im,16.0,617.0,1.0,
5,American Samoa,661,"Cocoa, beans",2001,Im,16.0,618.0,1.0,
5,American Samoa,661,"Cocoa, beans",2002,Im,16.0,618.0,1.0,
5,American Samoa,661,"Cocoa, beans",2003,Im,16.0,618.0,1.0,
5,American Samoa,661,"Cocoa, beans",2004,Im,16.0,618.0,1.0,
5,American Samoa,661,"Cocoa, beans",2005,Im,16.0,617.0,1.0,
5,American Samoa,661,"Cocoa, beans",2006,F,15.0,667.0,1.0,
5,American Samoa,661,"Cocoa, beans",2007,F,15.0,667.0,1.0,
5,American Samoa,661,"Cocoa, beans",2008,Im,16.0,611.0,1.0,
5,American Samoa,661,"Cocoa, beans",2009,Im,17.0,581.0,1.0,
5,American Samoa,661,"Cocoa, beans",2010,Im,18.0,562.0,1.0,
5,American Samoa,661,"Cocoa, beans",2011,Im,18.0,562.0,1.0,
5,American Samoa,661,"Cocoa, beans",2012,Im,18.0,561.0,1.0,
5,American Samoa,661,"Cocoa, beans",2013,Im,18.0,561.0,1.0,
5,American Samoa,661,"Cocoa, beans",2014,Im,18.0,560.0,1.0,
5,American Samoa,249,Coconuts,1961,F,4000.0,17250.0,6900.0,
5,American Samoa,249,Coconuts,1962,,4047.0,19768.0,8000.0,
5,American Samoa,249,Coconuts,1963,F,4000.0,22500.0,9000.0,
5,American Samoa,249,Coconuts,1964,F,3000.0,23333.0,7000.0,
5,American Samoa,249,Coconuts,1965,F,3000.0,21000.0,6300.0,
5,American Samoa,249,Coconuts,1966,F,3000.0,23333.0,7000.0,
5,American Samoa,249,Coconuts,1967,F,3000.0,23333.0,7000.0,
5,American Samoa,249,Coconuts,1968,F,3000.0,21667.0,6500.0,
5,American Samoa,249,Coconuts,1969,F,3000.0,20000.0,6000.0,
5,American Samoa,249,Coconuts,1970,*,3180.0,18239.0,5800.0,
5,American Samoa,249,Coconuts,1971,F,3000.0,18333.0,5500.0,
5,American Samoa,249,Coconuts,1972,F,3000.0,17000.0,5100.0,
5,American Samoa,249,Coconuts,1973,F,2900.0,17241.0,5000.0,
5,American Samoa,249,Coconuts,1974,F,2800.0,17857.0,5000.0,
5,American Samoa,249,Coconuts,1975,F,2750.0,18182.0,5000.0,
5,American Samoa,249,Coconuts,1976,F,2700.0,18519.0,5000.0,
5,American Samoa,249,Coconuts,1977,F,2600.0,19231.0,5000.0,
5,American Samoa,249,Coconuts,1978,F,2500.0,20000.0,5000.0,
5,American Samoa,249,Coconuts,1979,F,2400.0,18750.0,4500.0,
5,American Samoa,249,Coconuts,1980,F,2400.0,19167.0,4600.0,
5,American Samoa,249,Coconuts,1981,F,2400.0,19167.0,4600.0,
5,American Samoa,249,Coconuts,1982,F,2400.0,19583.0,4700.0,
5,American Samoa,249,Coconuts,1983,F,2400.0,20000.0,4800.0,
5,American Samoa,249,Coconuts,1984,F,2300.0,20435.0,4700.0,
5,American Samoa,249,Coconuts,1985,F,2300.0,20000.0,4600.0,
5,American Samoa,249,Coconuts,1986,F,2350.0,20000.0,4700.0,
5,American Samoa,249,Coconuts,1987,F,2380.0,19958.0,4750.0,
5,American Samoa,249,Coconuts,1988,F,2400.0,20417.0,4900.0,
5,American Samoa,249,Coconuts,1989,F,2400.0,20833.0,5000.0,
5,American Samoa,249,Coconuts,1990,Im,2249.0,21785.0,4900.0,
5,American Samoa,249,Coconuts,1991,Im,2334.0,21516.0,5022.0,
5,American Samoa,249,Coconuts,1992,F,2200.0,21364.0,4700.0,
5,American Samoa,249,Coconuts,1993,Im,2463.0,21278.0,5240.0,
5,American Samoa,249,Coconuts,1994,Im,2537.0,21323.0,5409.0,
5,American Samoa,249,Coconuts,1995,Im,2598.0,21366.0,5551.0,
5,American Samoa,249,Coconuts,1996,Im,2649.0,21406.0,5670.0,
5,American Samoa,249,Coconuts,1997,Im,2722.0,21446.0,5837.0,
5,American Samoa,249,Coconuts,1998,F,3800.0,21489.0,8166.0,
5,American Samoa,249,Coconuts,1999,F,2200.0,21364.0,4700.0,
5,American Samoa,249,Coconuts,2000,Im,2570.0,21566.0,5542.0,
5,American Samoa,249,Coconuts,2001,Im,2553.0,21671.0,5533.0,
5,American Samoa,249,Coconuts,2002,Im,2571.0,21755.0,5594.0,
5,American Samoa,249,Coconuts,2003,F,2100.0,21976.0,4615.0,
5,American Samoa,249,Coconuts,2004,F,2200.0,21364.0,4700.0,
5,American Samoa,249,Coconuts,2005,Im,2580.0,22541.0,5816.0,
5,American Samoa,249,Coconuts,2006,Im,2563.0,23244.0,5956.0,
5,American Samoa,249,Coconuts,2007,Im,2538.0,24023.0,6096.0,
5,American Samoa,249,Coconuts,2008,Im,2525.0,24836.0,6272.0,
5,American Samoa,249,Coconuts,2009,F,2550.0,26275.0,6700.0,
5,American Samoa,249,Coconuts,2010,Im,2498.0,26045.0,6507.0,
5,American Samoa,249,Coconuts,2011,F,2600.0,26343.0,6849.0,
5,American Samoa,249,Coconuts,2012,F,2650.0,26415.0,7000.0,
5,American Samoa,249,Coconuts,2013,F,2700.0,27778.0,7500.0,
5,American Samoa,249,Coconuts,2014,Im,2526.0,27743.0,7007.0,
5,American Samoa,397,Cucumbers and gherkins,1961,M,,,,
5,American Samoa,397,Cucumbers and gherkins,1962,M,,,,
5,American Samoa,397,Cucumbers and gherkins,1963,M,,,,
5,American Samoa,397,Cucumbers and gherkins,1964,M,,,,
5,American Samoa,397,Cucumbers and gherkins,1965,M,,,,
5,American Samoa,397,Cucumbers and gherkins,1966,M,,,,
5,American Samoa,397,Cucumbers and gherkins,1967,M,,,,
5,American Samoa,397,Cucumbers and gherkins,1968,M,,,,
5,American Samoa,397,Cucumbers and gherkins,1969,M,,,,
5,American Samoa,397,Cucumbers and gherkins,1970,M,,,,
5,American Samoa,397,Cucumbers and gherkins,1971,M,,,,
5,American Samoa,397,Cucumbers and gherkins,1972,M,,,,
5,American Samoa,397,Cucumbers and gherkins,1973,M,,,,
5,American Samoa,397,Cucumbers and gherkins,1974,M,,,,
5,American Samoa,397,Cucumbers and gherkins,1975,M,,,,
5,American Samoa,397,Cucumbers and gherkins,1976,M,,,,
5,American Samoa,397,Cucumbers and gherkins,1977,M,,,,
5,American Samoa,397,Cucumbers and gherkins,1978,M,,,,
5,American Samoa,397,Cucumbers and gherkins,1979,M,,,,
5,American Samoa,397,Cucumbers and gherkins,1980,M,,,,
5,American Samoa,397,Cucumbers and gherkins,1981,M,,,,
5,American Samoa,397,Cucumbers and gherkins,1982,M,,,,
5,American Samoa,397,Cucumbers and gherkins,1983,M,,,,
5,American Samoa,397,Cucumbers and gherkins,1984,M,,,,
5,American Samoa,397,Cucumbers and gherkins,1985,M,,,,
5,American Samoa,397,Cucumbers and gherkins,1986,M,,,,
5,American Samoa,397,Cucumbers and gherkins,1987,M,,,,
5,American Samoa,397,Cucumbers and gherkins,1988,M,,,,
5,American Samoa,397,Cucumbers and gherkins,1989,M,,,,
5,American Samoa,397,Cucumbers and gherkins,1990,M,,,,
5,American Samoa,397,Cucumbers and gherkins,1991,M,,,,
5,American Samoa,397,Cucumbers and gherkins,1992,M,,,,
5,American Samoa,397,Cucumbers and gherkins,1993,M,,,,
5,American Samoa,397,Cucumbers and gherkins,1994,M,,,,
5,American Samoa,397,Cucumbers and gherkins,1995,M,,,,
5,American Samoa,397,Cucumbers and gherkins,1996,M,,,,
5,American Samoa,397,Cucumbers and gherkins,1997,M,,,,
5,American Samoa,397,Cucumbers and gherkins,1998,,41.0,66341.0,272.0,
5,American Samoa,397,Cucumbers and gherkins,1999,F,55.0,54545.0,300.0,
5,American Samoa,397,Cucumbers and gherkins,2000,F,65.0,49231.0,320.0,
5,American Samoa,397,Cucumbers and gherkins,2001,F,80.0,43750.0,350.0,
5,American Samoa,397,Cucumbers and gherkins,2002,F,90.0,44444.0,400.0,
5,American Samoa,397,Cucumbers and gherkins,2003,,108.0,42130.0,455.0,
5,American Samoa,397,Cucumbers and gherkins,2004,F,100.0,45000.0,450.0,
5,American Samoa,397,Cucumbers and gherkins,2005,Im,95.0,45560.0,435.0,
5,American Samoa,397,Cucumbers and gherkins,2006,Im,91.0,46427.0,423.0,
5,American Samoa,397,Cucumbers and gherkins,2007,Im,85.0,48470.0,411.0,
5,American Samoa,397,Cucumbers and gherkins,2008,Im,85.0,47332.0,400.0,
5,American Samoa,397,Cucumbers and gherkins,2009,Im,82.0,47949.0,391.0,
5,American Samoa,397,Cucumbers and gherkins,2010,Im,79.0,48564.0,382.0,
5,American Samoa,397,Cucumbers and gherkins,2011,Im,76.0,49176.0,374.0,
5,American Samoa,397,Cucumbers and gherkins,2012,F,72.0,50000.0,360.0,
5,American Samoa,397,Cucumbers and gherkins,2013,Im,72.0,50389.0,362.0,
5,American Samoa,397,Cucumbers and gherkins,2014,Im,75.0,50901.0,380.0,
5,American Samoa,399,Eggplants (aubergines),1961,M,,,,
5,American Samoa,399,Eggplants (aubergines),1962,M,,,,
5,American Samoa,399,Eggplants (aubergines),1963,M,,,,
5,American Samoa,399,Eggplants (aubergines),1964,M,,,,
5,American Samoa,399,Eggplants (aubergines),1965,M,,,,
5,American Samoa,399,Eggplants (aubergines),1966,M,,,,
5,American Samoa,399,Eggplants (aubergines),1967,M,,,,
5,American Samoa,399,Eggplants (aubergines),1968,M,,,,
5,American Samoa,399,Eggplants (aubergines),1969,M,,,,
5,American Samoa,399,Eggplants (aubergines),1970,M,,,,
5,American Samoa,399,Eggplants (aubergines),1971,M,,,,
5,American Samoa,399,Eggplants (aubergines),1972,M,,,,
5,American Samoa,399,Eggplants (aubergines),1973,M,,,,
5,American Samoa,399,Eggplants (aubergines),1974,M,,,,
5,American Samoa,399,Eggplants (aubergines),1975,M,,,,
5,American Samoa,399,Eggplants (aubergines),1976,M,,,,
5,American Samoa,399,Eggplants (aubergines),1977,M,,,,
5,American Samoa,399,Eggplants (aubergines),1978,M,,,,
5,American Samoa,399,Eggplants (aubergines),1979,M,,,,
5,American Samoa,399,Eggplants (aubergines),1980,M,,,,
5,American Samoa,399,Eggplants (aubergines),1981,M,,,,
5,American Samoa,399,Eggplants (aubergines),1982,M,,,,
5,American Samoa,399,Eggplants (aubergines),1983,M,,,,
5,American Samoa,399,Eggplants (aubergines),1984,M,,,,
5,American Samoa,399,Eggplants (aubergines),1985,M,,,,
5,American Samoa,399,Eggplants (aubergines),1986,M,,,,
5,American Samoa,399,Eggplants (aubergines),1987,M,,,,
5,American Samoa,399,Eggplants (aubergines),1988,M,,,,
